ZCTA,COUNTY,ZCTA_POP,AREA,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,RPL_THEMES,EP_LIMENG,EP_MINRTY,F_MINRTY,EP_CROWD,EP_POV,F_POV
76508,Bell,4330,1.422052662302,0.8069,0.8123,0.6335,0.9332,0.8932,8,63,0,7.8,24,0
76511,Bell,105995,3522.01406944762,0.33932,0.4748200000000001,0.24782,0.50914,0.37140000000000006,2.38,30.4,0,4.720000000000001,12.34,0
76513,Bell,672270,3775.9356173217398,0.46804999999999997,0.60857000000000006,0.29845,0.5819099999999999,0.49288999999999994,2.67,37.51,0,5.45,13.61,0
76518,Milam,12976,1143.068064491024,0.39955,0.89685,0.30065000000000003,0.4822,0.5124000000000001,2.45,36.35,0,10,12.3,0
76519,Bell,36483,1811.3964067404659,0.4264666666666667,0.8532666666666667,0.2656,0.4994,0.5055666666666666,2.2333333333333334,32.233333333333334,0,4.733333333333333,14.633333333333333,0
76520,Milam,78015,4433.0809047181,0.50756,0.82094,0.308,0.56746,0.57012,2.3400000000000003,37.92,0,6.180000000000001,16.720000000000002,0
76522,Coryell,521752,10406.83827800835,0.4404727272727273,0.6685727272727273,0.22035454545454547,0.305,0.36929090909090906,1.2363636363636363,35.60909090909091,0,1.7727272727272727,11.218181818181819,0
76523,Milam,4207,251.526030524992,0.3343,0.8217,0.1679,0.5314,0.4313,1.3,26.8,0,12.5,11.4,0
76524,Falls,32634,995.6243744338019,0.5800333333333333,0.7132666666666666,0.2462333333333333,0.45586666666666664,0.5071666666666667,2.3333333333333335,28.66666666666666,0,4.3,14.333333333333334,0
76525,Coryell,22959,4368.53015420211,0.33703333333333335,0.6133000000000001,0.1097,0.3840333333333333,0.31329999999999997,1.4000000000000001,13.6,0,1.4666666666666668,8.766666666666667,0
76527,Williamson,404163,7104.96521793549,0.26297777777777775,0.3650444444444444,0.19345555555555558,0.3156111111111111,0.23654444444444442,2.2444444444444445,22.433333333333334,0,1.6333333333333333,7.422222222222222,0
76528,Coryell,268680,8532.75152775616,0.5509,0.5419625,0.2321375,0.433875,0.427575,1.6375,33.9,0,2.025,23.4,0.125
76530,Williamson,34200,608.8849740860819,0.4411333333333333,0.19399999999999998,0.3812666666666667,0.455,0.3656,3.966666666666667,38.46666666666667,0,3.1,13.299999999999999,0
76531,Hamilton,39864,5407.191179570832,0.357125,0.716525,0.161225,0.613375,0.449375,2.525,14,0,3.075,14.725000000000001,0
76534,Bell,77384,2415.2656756911038,0.24864999999999998,0.69275,0.17099999999999999,0.4412,0.33705,1.575,23.75,0,5.5,10.3,0
76537,Williamson,24081,413.696891021838,0.28946666666666665,0.16126666666666667,0.3332,0.24616666666666664,0.20943333333333333,4.5,28.733333333333334,0,2.5,7.1000000000000005,0
76538,Coryell,46536,5972.126161838608,0.345175,0.7218,0.13922500000000002,0.39045,0.36212500000000003,2.05,15.05,0,2.825,9.025,0
76539,Coryell,343776,9081.088405122911,0.40332500000000004,0.618625,0.13998750000000001,0.29745,0.3203,0.5,31.9375,0,2.0875,8.675,0
76541,Bell,478650,188.70363047672,0.69455,0.64521,0.49565000000000003,0.60842,0.65488,2.9699999999999998,69.02000000000001,0,6.5,21.86,0.1
76542,Bell,1024212,3193.180317322104,0.4469916666666667,0.570325,0.4307,0.33348333333333335,0.40700833333333336,2.1416666666666666,63.43333333333333,0,3.216666666666667,11.716666666666667,0
76543,Bell,517374,358.39088416802,0.6713363636363636,0.6457545454545455,0.4666636363636364,0.5478636363636363,0.6005,2.709090909090909,63.96363636363637,0,4.5,19.654545454545453,0
76544,Bell,208143,2244.8862882186663,0.5986666666666667,0.20711111111111113,0.3072666666666667,0.21838888888888888,0.2954222222222222,0.8999999999999999,54.87777777777778,0,1.6444444444444446,24.11111111111111,0.1111111111111111
76548,Bell,400589,423.47738904700594,0.4396714285714286,0.5742857142857142,0.4029,0.43929999999999997,0.43644285714285713,2.414285714285714,54.5,0,3.185714285714286,11.614285714285714,0
76549,Bell,771370,4314.43963273788,0.52868,0.53205,0.33764,0.25775000000000003,0.38442,0.9099999999999999,60.81,0,2.4799999999999995,12.53,0
76550,Lampasas,145932,7609.7946852567,0.41450000000000004,0.6927500000000001,0.15211666666666668,0.5517333333333333,0.44873333333333326,1.25,23.8,0,2.766666666666667,10.9,0
76554,Bell,3974,36.217517797858,0.4168,0.7412,0.1354,0.4615,0.4147,1,24.8,0,3.6,9.4,0
76556,Milam,2561,214.435013323026,0.4251,0.5807,0.2096,0.342,0.3644,2.3,22,0,5,15.8,0
76557,Bell,349174,5207.027827447502,0.32112857142857143,0.6594,0.1863,0.3190571428571429,0.3221,1.9142857142857144,23.82857142857143,0,3.4285714285714284,8.528571428571428,0
76559,Bell,9045,23.937061832562,0.4936,0.6583,0.2831,0.4341,0.4541,1.5,41.3,0,3.1,14.5,0
76561,Coryell,3628,289.460413414374,0.4322,0.7717,0.084,0.3541,0.3823,0.7,18.6,0,5.3,9.4,0
76565,Hamilton,2144,600.162565425794,0.1683,0.4924,0.0622,0.4107,0.2204,0.7,13.9,0,1.3,6.7,0
76566,Coryell,10654,1955.913436687852,0.265,0.5812,0.07550000000000001,0.279,0.23270000000000002,1,11.65,0,0.65,7.2,0
76567,Milam,101304.99999999999,4229.86421550755,0.40228,0.5879399999999999,0.24013999999999996,0.39984,0.37994000000000006,2.1,29.139999999999997,0,4.64,11.82,0
76569,Bell,73824,3443.018572452456,0.36619999999999997,0.87225,0.236925,0.39025,0.43905,2.05,29.725,0,6.575,11.975,0
76570,Falls,22212,1733.9648865529682,0.5587333333333333,0.746,0.24896666666666667,0.6134000000000001,0.5695666666666667,1.866666666666667,34,0,4.866666666666666,17.5,0
76571,Bell,20456,408.250423081952,0.15275,0.5635,0.16040000000000001,0.44655000000000006,0.26395,1.6500000000000001,20.85,0,3.3,7.7,0
76573,Williamson,3669,123.857163280624,0.4869,0.2484,0.4692,0.8517,0.5543,5.8,40.2,0,3.3,19.7,0
76574,Williamson,154056,2001.52856905715,0.4518714285714286,0.5914857142857143,0.4543285714285714,0.5055142857142857,0.4852714285714286,6.228571428571429,50.285714285714285,0,2.8428571428571425,10.914285714285715,0
76577,Milam,33960,1793.0195334003602,0.3349333333333333,0.6003999999999999,0.17136666666666667,0.35966666666666663,0.3259,1.4000000000000001,26,0,5.733333333333333,9.200000000000001,0
76578,Williamson,4279,223.503077482202,0.3535,0.5284,0.1039,0.3255,0.2901,0.6,24,0,2.4,6,0
76579,Bell,36486,833.7706005905579,0.5722333333333334,0.8064666666666667,0.23916666666666667,0.4831666666666667,0.5518,2.0333333333333337,30.833333333333332,0,2.5,14.066666666666668,0
76596,Coryell,7870,2.596789619014,0.6033,0.0226,0.486,0.3288,0.2897,2.4,67.7,0,0,15.7,0
76597,Coryell,7870,2.596789619014,0.6033,0.0226,0.486,0.3288,0.2897,2.4,67.7,0,0,15.7,0
76598,Coryell,7870,2.596789619014,0.6033,0.0226,0.486,0.3288,0.2897,2.4,67.7,0,0,15.7,0
76599,Coryell,20372,61.182926786036,0.68355,0.32744999999999996,0.33269999999999994,0.5862499999999999,0.48364999999999997,1.95,46.8,0,0.7,15.7,0
76621,Hill,31203.000000000004,1551.3036002520598,0.5498000000000001,0.5910666666666666,0.1936,0.8660333333333332,0.6003,1.7999999999999998,25.2,0,5.566666666666666,13.299999999999999,0
76622,Hill,16094.000000000002,546.498398639472,0.5304,0.5005999999999999,0.15525,0.60055,0.46564999999999995,1.7499999999999998,18.75,0,6.1499999999999995,10.35,0
76623,Ellis,1949,82.472783730934,0.456,0.5922,0.5029,0.2776,0.4272,6.1,44.4,0,5.8,11.2,0
76624,McLennan,15180,291.885307334172,0.49674999999999997,0.88255,0.17925,0.74275,0.5991,1.6,25.349999999999998,0,3.2,15.05,0
76626,Navarro,4151,158.178860798774,0.6442,0.8692,0.2374,0.2377,0.4996,3.3,17.3,0,3.1,15.3,0
76627,Hill,20892,583.103501455112,0.48185,0.5014500000000001,0.060050000000000006,0.30435,0.317,0.75,11.8,0,4.800000000000001,10.950000000000001,0
76628,Hill,3668,187.628368453186,0.384,0.4137,0.2114,0.9154,0.5186,1.9,26.7,0,3.1,6.4,0
76629,Robertson,48680,3711.1689674476966,0.685125,0.661075,0.24607500000000002,0.88125,0.69315,1.4,40.1,0,5.125,20.725,0.25
76630,McLennan,46947.00000000001,806.802112959276,0.37010000000000004,0.7021666666666667,0.215,0.3519666666666667,0.37723333333333336,2.1666666666666665,24.3,0,4.3999999999999995,9.666666666666666,0
76631,Hill,16624,770.945183155156,0.5598000000000001,0.6284,0.18480000000000002,0.91145,0.6295999999999999,1.5499999999999998,26.6,0,5.55,15.55,0
76632,Falls,10142,499.582916819292,0.6206,0.6858500000000001,0.24695,0.51085,0.5383,2.1,31.9,0,4.9,16.25,0
76633,McLennan,54419.99999999999,1170.8307048627,0.24073333333333333,0.46893333333333326,0.09976666666666667,0.35346666666666665,0.23066666666666666,0.8999999999999999,18,0,3.4,6.166666666666667,0
76634,Bosque,94806,5171.813151679344,0.43556666666666666,0.6956166666666667,0.10385,0.35886666666666667,0.3702666666666667,1.0333333333333332,17.2,0,3.483333333333333,11.533333333333331,0
76635,Limestone,12254,695.964697537264,0.626,0.57505,0.50775,0.2974,0.5066499999999999,7.6499999999999995,44.8,0,4,15.05,0
76636,Hill,16388,573.62777227144,0.50595,0.6538,0.18830000000000002,0.3895,0.42040000000000005,2.1999999999999997,19.7,0,3.6,12.4,0
76637,Bosque,11338,1812.093263321268,0.22655,0.4974,0.1016,0.2952,0.21830000000000002,1.2999999999999998,13.75,0,2.6999999999999997,7.949999999999999,0
76638,McLennan,17862,390.758414830528,0.0811,0.61255000000000015,0.16305000000000003,0.1742,0.1557,2,16.2,0,1.6500000000000001,3.3000000000000003,0
76639,Navarro,3154,232.85596175084,0.5471,0.698,0.0756,0.6229,0.4883,0.6,18,0,5.4,14.3,0
76640,McLennan,45573,464.46490091463005,0.4684333333333333,0.8611333333333332,0.30529999999999996,0.6553,0.5715666666666667,3.3000000000000003,28.566666666666663,0,4.266666666666667,15.899999999999999,0
76641,Navarro,4151,158.178860798774,0.6442,0.8692,0.2374,0.2377,0.4996,3.3,17.3,0,3.1,15.3,0
76642,Limestone,59464,2632.195709867984,0.567525,0.5859,0.271375,0.4589,0.47942499999999993,2.825,26.8,0,3.05,16.075,0
76643,McLennan,82515,82.47385323347399,0.15956666666666666,0.54,0.20053333333333334,0.2765,0.2154,1.1666666666666667,33.46666666666667,0,1.1666666666666667,6.666666666666667,0
76645,Hill,219144,6047.48436718208,0.62205,0.6671874999999999,0.3540875,0.6520625,0.6057874999999999,4.4625,38.55,0,5.0625,14.95,0
76648,Navarro,56700,3317.3578047216,0.6440750000000001,0.795875,0.27392500000000003,0.5433,0.58925,4.175,28.175,0,5.975,18.1,0
76649,Bosque,12384,1284.942249028428,0.4231,0.64995,0.34095000000000003,0.40235,0.4255,4.1,29.35,0,4.1,14.2,0
76650,Hill,16624,770.945183155156,0.5598000000000001,0.6284,0.18480000000000002,0.91145,0.6295999999999999,1.5499999999999998,26.6,0,5.55,15.55,0
76651,Ellis,11934,458.15046100686806,0.4414,0.5993,0.39885000000000004,0.3569,0.42405000000000004,4.1499999999999995,40.099999999999994,0,4.6499999999999995,10.3,0
76652,Bosque,4312,406.947151997236,0.4966,0.778,0.382,0.6119,0.5691,5.2,29.6,0,6.9,18.9,0
76653,Falls,36399,2873.784275302422,0.5747666666666666,0.6355000000000001,0.14076666666666668,0.6866666666666666,0.5455,0.7000000000000001,29.03333333333333,0,4.333333333333333,14.133333333333333,0
76654,McLennan,4175,104.67845106761,0.3589,0.7843,0.194,0.685,0.4808,3,10.8,0,4.4,14.3,0
76655,McLennan,208734,1672.3141701667919,0.25018333333333337,0.5547833333333333,0.19441666666666668,0.3035666666666667,0.26788333333333336,1.7166666666666668,27.266666666666666,0,3.066666666666667,8.916666666666666,0
76656,Falls,23682,1177.5804747754619,0.5816333333333333,0.6955,0.23539999999999997,0.6102,0.5524666666666667,1.9000000000000001,31.63333333333333,0,4.366666666666666,18.1,0
76657,McLennan,94988,2496.650593484816,0.3259,0.710275,0.23302499999999998,0.362,0.357475,2.875,22.25,0,3.1,8.6,0
76660,Hill,4644,197.844223124392,0.7356,0.8431,0.1582,0.9075,0.7406,1.2,26.5,0,8,24.7,0
76661,Falls,28215,1118.813298627762,0.8546666666666667,0.6770666666666667,0.4485666666666666,0.9001666666666667,0.8262666666666667,2.3666666666666667,65.93333333333334,0,5.266666666666667,34.199999999999996,0.6666666666666666
76664,Limestone,138018,7095.588375265548,0.6007666666666667,0.74125,0.28800000000000003,0.6846166666666668,0.6176833333333333,3.3666666666666667,34.53333333333333,0,4.6000000000000005,17.666666666666668,0
