ZCTA5,1a_65+,1a_50_64,1a_16_49,1a_0_15,1b_65+,1b_50_64,1b_16_49,1b_0_15,1c_65+,1c_50_64,1c_16_49,1c_0_15,2_65+,2_50_64,2_16_49,2_0_15,1a_total,1b_total,1c_total,2_total
75081,246.79076731712226,889.8359100623941,1759.1272502349668,0.0,5640.209232682878,3208.8178087377983,5016.291641554665,0.0,0.0,3704.346281199808,729.2263260256306,0.0,0.0,0.0,10830.354782184737,8240.0,2895.7539276144835,13865.31868297534,4433.572607225438,19070.35478218474
75082,100.57143434874482,446.0024105098228,850.8698876670692,0.0,3365.428565651255,2035.708356791077,2575.2604155606477,0.0,0.0,2934.2892326991005,479.704591408752,0.0,0.0,0.0,6274.1651053635305,4421.0,1397.4437325256367,7976.39733800298,3413.9938241078526,10695.16510536353
75087,109.00382165605095,418.25197347647617,1107.8763128763128,0.0,5238.996178343949,3096.1803817322975,4403.000541129938,0.0,0.0,3097.567644791226,484.360389190111,0.0,0.0,0.0,8880.562756803636,8321.2,1635.1321080088399,12738.177101206184,3581.928033981337,17201.762756803637
75088,147.73070562689637,767.0173434678537,1033.0255305852133,0.0,3376.2692943731035,2885.114937208577,3152.871910351374,0.0,0.0,3073.8677193235694,415.1632481677942,0.0,0.0,0.0,6165.939310895618,5022.0,1947.7735796799634,9414.256141933054,3489.0309674913638,11187.939310895617
75089,146.17961706043917,887.2130437377197,1616.977103851104,0.0,3340.8203829395607,3061.3085407243543,4737.658118053602,0.0,0.0,3831.4784155379257,662.3056316028573,0.0,0.0,0.0,9836.459146492436,8203.6,2650.369764649263,11139.787041717518,4493.784047140783,18040.059146492436
75090,126.27745961193266,485.6313316022383,1174.7675594306743,0.0,3661.7225403880675,2660.988360798091,3722.5577080797025,0.0,0.0,1658.3803075996711,330.01279406852063,0.0,0.0,0.0,5524.061938421101,6073.6,1786.6763506448451,10045.26860926586,1988.3931016681918,11597.6619384211
75092,143.9456363791777,456.32163625059434,1182.9843982115947,0.0,4174.054363620822,2433.709197538117,3771.9146487311473,0.0,0.0,1624.9691662112882,331.0064401294618,0.0,0.0,0.0,5540.6945129277965,5245.4,1783.2516708413668,10379.678209890088,1955.97560634075,10786.094512927797
75093,222.47004822614727,930.5441725925033,1619.2271276813947,0.0,7444.529951773853,4344.184167328949,4976.383333921202,0.0,0.0,6025.271660078548,907.5206899236338,0.0,0.0,0.0,11869.668848473766,8448.2,2772.241348500045,16765.097453024006,6932.792350002182,20317.868848473765
75094,56.0019816194684,316.5497167650958,917.5185761175329,0.0,1873.9980183805317,1369.0520357448013,2694.8019058166265,0.0,0.0,2158.398247490103,523.1167640967687,0.0,0.0,0.0,6841.962753969072,6487.6,1290.0702745020972,5937.85195994196,2681.515011586872,13329.562753969072
75098,137.42247924860226,744.1059419067133,2315.252068993649,0.0,4598.577520751398,3494.6307716077895,7370.144925292364,0.0,0.0,4797.263286485497,1279.5307139690815,0.0,0.0,0.0,16735.272291744906,14903.8,3196.7804901489644,15463.353217651551,6076.794000454578,31639.072291744906
75101,1.158618841291821,1.933559381485487,9.064153247954671,0.0,97.84138115870817,31.86745397789963,92.94409342174313,0.0,0.0,24.198986640614883,7.264671312102493,0.0,0.0,0.0,129.72708201819972,121.0,12.15633147073198,222.65292855835094,31.463657952717377,250.72708201819972
75102,3.331900366670881,14.807117126951207,44.26198525354869,0.0,140.66809963332912,131.01136197171687,267.45408316190867,0.0,0.0,70.18152090133194,26.584308946791545,0.0,0.0,0.0,334.2996226377511,325.4,62.40100274717078,539.1335447669546,96.76582984812347,659.6996226377511
75103,31.672820221527974,71.24478677437534,164.83164781719225,0.0,3453.327179778472,1707.2392469034723,2233.1973780390545,0.0,0.0,925.5159663221523,167.82522131980105,0.0,0.0,0.0,3180.545752823952,2594.6,267.74925481309555,7393.763804720998,1093.3411876419534,5775.145752823952
75104,186.59176241354024,1043.6727218878675,2200.2378826691247,0.0,4264.40823758646,4213.2910293634395,7337.662170673042,0.0,0.0,3895.0362487486927,844.9932345194841,0.0,0.0,0.0,12549.706712138348,12635.4,3430.5023669705324,15815.361437622942,4740.029483268177,25185.106712138346
75105,1.2263244405108105,0.9597205545246152,4.909224055775694,0.0,51.77367555948919,9.468886005641124,27.334296091346737,0.0,0.0,3.57139343983426,3.120165925269693,0.0,0.0,0.0,39.23631392760787,19.4,7.09526905081112,88.57685765647705,6.691559365103953,58.636313927607866
75109,20.26906056391453,61.76487283047702,111.14851783116819,0.0,855.7309394360855,541.7739267720597,656.0404424539182,0.0,0.0,297.46120039746336,67.90468437524089,0.0,0.0,0.0,853.9063553396727,918.0,193.18245122555973,2053.5453086620632,365.36588477270425,1771.9063553396727
75110,99.60993804526488,365.6535312738784,793.5306615839896,0.0,4205.390061954735,3192.7885707647865,4387.976137137894,0.0,0.0,1775.5578979613347,506.5824146122726,0.0,0.0,0.0,6370.310786665845,6860.6,1258.794130903133,11786.154769857414,2282.1403125736074,13230.910786665845
75114,12.386474885157016,64.51573069414809,138.43405812127855,0.0,627.613525114843,693.1657399454883,1168.8083159587,0.0,0.0,598.3185293603636,115.47974319459416,0.0,0.0,0.0,1890.0778827254273,1520.2,215.33626370058366,2489.5875810190314,713.7982725549577,3410.2778827254274
75115,311.601116607469,1240.6157715710349,2140.3882192550764,0.0,7121.398883392531,5738.083090543021,7956.288908731414,0.0,0.0,3900.3011378859446,770.3913672621566,0.0,0.0,0.0,11441.731504751351,12295.2,3692.60510743358,20815.770882666966,4670.692505148101,23736.931504751352
75116,105.2644159560547,429.123738250005,807.1357461318071,0.0,2405.7355840439454,2009.2287544628675,2904.576256274919,0.0,0.0,1324.6475072871276,296.55151440635933,0.0,0.0,0.0,4404.336483186915,5180.4,1341.5239003378667,7319.540594781733,1621.1990216934869,9584.736483186914
75117,6.498153933541608,18.838765733608867,43.39365808468753,0.0,708.5018460664584,447.96488870902397,564.5131355623893,0.0,0.0,248.19634555736718,45.354563099388464,0.0,0.0,0.0,859.5386432535347,1041.2,68.73057775183801,1720.9798703378715,293.55090865675567,1900.7386432535347
75119,45.81810872381293,171.52005203004882,492.4983015813362,0.0,3869.181891276187,3093.6780149406977,4980.225849638186,0.0,0.0,1879.8019330292536,398.4289432878934,0.0,0.0,0.0,7114.8469054925845,6552.0,709.8364623351979,11943.08575585507,2278.230876317147,13666.846905492584
75124,10.61111111111111,43.73243228394044,59.84651140328637,0.0,1135.388888888889,711.9044195473607,516.8837462437816,0.0,0.0,386.3631481686989,28.436336587239506,0.0,0.0,0.0,733.6334057656926,628.2,114.19005479833793,2364.1770546800312,414.7994847559384,1361.8334057656925
75125,9.643453790146067,36.97098886323112,104.39325619380764,0.0,814.356546209854,649.4178368299898,1042.1641906124983,0.0,0.0,422.61117430677916,85.16842056959996,0.0,0.0,0.0,1520.874132624094,1640.4,151.00769884718483,2505.938573652342,507.7795948763791,3161.274132624094
75126,71.28029219067702,379.5770645117356,980.8977360251207,0.0,3611.719707809323,3545.956948630919,7392.26902177006,0.0,0.0,4052.4659868573453,869.4694355582806,0.0,0.0,0.0,14230.76380664654,13852.6,1431.7550927275333,14549.945678210303,4921.935422415626,28083.363806646543
75127,2.9173530247088895,10.539169641179786,18.421078280001545,0.0,318.0826469752911,254.38246240264928,246.86614545327902,0.0,0.0,135.07836795617092,18.89141632862188,0.0,0.0,0.0,358.0213599380976,341.8,31.877600945890222,819.3312548312194,153.9697842847928,699.8213599380977
75132,0.9171974522292994,10.690348384380592,68.23406323406324,0.0,44.0828025477707,69.49612313559064,243.94170211051858,0.0,0.0,88.81352848002876,31.24055679016595,0.0,0.0,0.0,572.7836778652523,428.8,79.84160907067313,357.5206277938799,120.05408527019472,1001.5836778652524
75134,84.2618383399721,357.3940461534721,1040.0869849412154,0.0,1925.7381616600278,1696.5348421706915,4003.1343813631593,0.0,0.0,1080.0711116758364,365.7226920296128,0.0,0.0,0.0,5431.655941666013,5894.4,1481.7428694346595,7625.407385193878,1445.7938037054491,11326.055941666013
75135,22.212840809146876,95.75196586406582,263.86067645642754,0.0,901.7871591908531,714.4933683039907,1159.5085262716368,0.0,0.0,531.7546658319435,175.88611295050598,0.0,0.0,0.0,1753.9446843214296,1743.8,381.82548312964025,2775.7890537664807,707.6407787824495,3497.7446843214293
75137,129.57877726808647,487.0548727254242,786.2967802877364,0.0,2961.4212227319135,2144.61383220815,2706.688558670813,0.0,0.0,1639.3312950664258,296.64782266934645,0.0,0.0,0.0,4405.766838372104,3990.6,1402.930430281247,7812.723613610877,1935.9791177357722,8396.366838372103
75140,11.287702357284862,38.17814202517378,88.48542864862777,0.0,1230.7122976427152,970.7832478964112,1263.1983460951549,0.0,0.0,440.0386100784149,86.8663049353251,0.0,0.0,0.0,1646.2499203208922,1819.2,137.95127303108643,3464.6938916342815,526.90491501374,3465.4499203208925
75141,11.402597029090751,97.04605401295622,327.3598133516066,0.0,260.59740297090923,443.6078142210063,1228.2419211418196,0.0,0.0,310.34613176603744,117.10930302086823,0.0,0.0,0.0,1739.2889624857055,1247.0,435.8084643936536,1932.4471383337352,427.4554347869057,2986.2889624857053
75142,41.455983131259885,171.8992146002633,373.77362843262136,0.0,2100.54401686874,2097.0268920742665,3409.610873582188,0.0,0.0,1344.0738933254702,297.18210665020166,0.0,0.0,0.0,4864.033391334989,4561.4,587.1288261641446,7607.181782525195,1641.2559999756718,9425.433391334987
75143,30.12962962962963,113.81154881599912,245.12573194731192,0.0,3223.8703703703704,1912.7192412262673,2182.0441802244686,0.0,0.0,945.4692099577335,114.04950216826421,0.0,0.0,0.0,2942.380585659956,2800.4,389.06691039294066,7318.633791821107,1059.5187121259978,5742.780585659956
75144,19.760020230117586,48.5344394716734,96.36819982946282,0.0,834.2399797698824,468.2256692601396,611.4507832785516,0.0,0.0,191.23989126818697,55.73310900272776,0.0,0.0,0.0,700.8479078892578,641.6,164.6626595312538,1913.9164323085738,246.97300027091472,1342.4479078892577
75146,77.6382709480738,444.7468985317617,808.1143715996225,0.0,1774.3617290519262,1981.114914153333,3019.6493089823834,0.0,0.0,1474.138187314905,289.8739514690153,0.0,0.0,0.0,4305.1623679489785,5526.2,1330.499541079458,6775.125952187643,1764.0121387839204,9831.36236794898
75147,25.450335115596054,74.07890316429835,104.97052463192819,0.0,1289.549664884404,934.4788678745421,949.87965158116,0.0,0.0,548.4422289611597,83.90249438470688,0.0,0.0,0.0,1373.247329402205,1252.0,204.4997629118226,3173.908184340106,632.3447233458666,2625.2473294022047
75148,10.796296296296296,43.54095928795121,108.02590338899151,0.0,1155.2037037037037,800.4865835012866,1056.8390812483685,0.0,0.0,292.9724572107622,46.70800615306503,0.0,0.0,0.0,1205.0270092095748,1241.4,162.36315897323902,3012.529368453359,339.6804633638272,2446.427009209575
75149,257.5226233445018,1105.3670993508633,2447.6574274144714,0.0,5885.477376655498,4959.095338420442,8707.047191358017,0.0,0.0,3628.537562228694,905.6798969372437,0.0,0.0,0.0,13451.015484290268,15125.6,3810.5471501098364,19551.61990643396,4534.217459165938,28576.61548429027
75150,289.4666635509987,1128.4027079414827,2745.1979470997007,0.0,6615.533336449002,4727.500164628733,9151.484339198843,0.0,0.0,4039.0971274297845,1054.5094278417544,0.0,0.0,0.0,15661.408285859701,15258.4,4163.067318592182,20494.517840276578,5093.606555271539,30919.8082858597
75152,5.617545897172467,28.4033205694075,84.32317293515655,0.0,474.3824541028275,466.4476453390776,799.3992923184995,0.0,0.0,357.1490340915149,71.04308629932103,0.0,0.0,0.0,1268.634448447023,1639.6,118.34403940173652,1740.2293917604047,428.19212039083595,2908.234448447023
75153,2.059299532178531,8.363279118000218,9.46308872949792,0.0,86.94070046782147,76.63726807950376,67.11157334867484,0.0,0.0,36.99945280249602,4.952116167986417,0.0,0.0,0.0,62.27322175384084,86.2,19.88566737967667,230.68954189600004,41.95156897048244,148.47322175384085
75154,52.407021932371464,259.6636900412148,707.3149410251223,0.0,4425.592978067629,4004.921075122428,6404.062026147971,0.0,0.0,3524.415234836357,611.9036702880356,0.0,0.0,0.0,10926.919362538874,10029.8,1019.3856529987086,14834.576079338029,4136.318905124393,20956.719362538875
75155,7.705019597926413,35.85241785831241,91.86698099011889,0.0,325.2949804020736,304.30952913602454,528.2602836547455,0.0,0.0,182.83805300566308,57.154222437972955,0.0,0.0,0.0,718.7185129171626,981.0,135.42441844635772,1157.8647931928435,239.99227544363603,1699.7185129171626
75156,31.59259259259259,160.26289764298664,276.23805039419517,0.0,3380.4074074074074,2778.2590562469795,2500.7977564716525,0.0,0.0,1246.478046110034,126.9653619325062,0.0,0.0,0.0,3275.5988312016466,2801.4,468.0935406297744,8659.46422012604,1373.4434080425403,6076.998831201647
75157,0.6386776112659086,2.5692105143687294,4.454561276179755,0.0,32.36132238873409,33.32150430867601,48.4752697781473,0.0,0.0,18.10928517695526,3.0903212388193677,0.0,0.0,0.0,50.57984770685356,67.4,7.662449401814392,114.15809647555739,21.19960641577463,117.97984770685358
75158,11.863920475939453,50.622962727561635,67.83803729596823,0.0,601.1360795240605,600.9749393546153,611.6539784114027,0.0,0.0,412.40209791782297,54.35009705863552,0.0,0.0,0.0,889.5578872339937,890.6,130.32492049946933,1813.7649972900786,466.7521949764585,1780.1578872339937
75159,104.09061920306007,377.3506377542563,916.3964013032049,0.0,2378.90938079694,1833.3031136448283,3497.0743511437527,0.0,0.0,1098.3462486009155,324.12188932275205,0.0,0.0,0.0,4813.8073582302895,4754.6,1397.8376582605213,7709.2868455855205,1422.4681379236677,9568.40735823029
