ZCTA5,1a_65+,1a_50_64,1a_16_49,1a_0_15,1b_65+,1b_50_64,1b_16_49,1b_0_15,1c_65+,1c_50_64,1c_16_49,1c_0_15,2_65+,2_50_64,2_16_49,2_0_15,1a_total,1b_total,1c_total,2_total
76310,141.47939890978736,448.45454181512474,894.8863299675822,0.0,3143.5206010902125,1641.504391256479,2503.8864542048814,0.0,0.0,1361.0410669283963,211.18371125099515,0.0,0.0,0.0,4445.443504576541,4395.6,1484.8202706924944,7288.911446551573,1572.2247781793915,8841.04350457654
76311,3.0147817119284976,21.70150926778494,818.5886996299535,0.0,66.98521828807151,29.776155426564173,1130.8804813630666,0.0,0.0,115.5223353056509,245.76417760534872,0.0,0.0,0.0,5173.366641401632,1381.4,843.3049906096669,1227.6418550777023,361.2865129109996,6554.766641401631
76351,4.232014388489208,6.541864139020537,15.615327029156816,0.0,357.76798561151077,258.3589645571351,356.8078995857371,0.0,0.0,139.09917130384434,32.83414084413345,0.0,0.0,0.0,485.34263254097266,411.4,26.38920555666656,972.934849754383,171.9333121479778,896.7426325409726
76354,92.63993517654569,316.8160454782017,542.0153442301853,0.0,2058.360064823454,1275.6358140847408,1648.2974282740413,0.0,0.0,845.5481404370573,121.93523784033472,0.0,0.0,0.0,2566.7519896554386,2646.0,951.4713248849328,4982.293307182236,967.483378277392,5212.751989655439
76357,0.5368802902055623,2.1570576540755466,5.072748557571703,0.0,73.46311970979444,64.05654995798517,81.55612422718264,0.0,0.0,38.78639238793929,10.806897244126072,0.0,0.0,0.0,123.16422997111957,169.4,7.766686501852812,219.07579389496226,49.59328963206536,292.5642299711196
76360,30.578500220989053,134.88722526922615,148.15160136613545,0.0,679.4214997790109,612.1460266720815,504.0458813369411,0.0,0.0,290.96674805869236,30.902433411338006,0.0,0.0,0.0,650.5000838855852,463.4,313.61732685635064,1795.6134077880333,321.86918147003036,1113.9000838855852
76363,1.21765601217656,12.794836956521738,17.71528814571514,0.0,48.78234398782344,89.77890756781358,67.24831694710196,0.0,0.0,43.426255475664675,7.74151358833339,0.0,0.0,0.0,94.89488131884951,150.4,31.72778111441344,205.80956850273895,51.167769063998065,245.29488131884952
76364,1.0204778156996588,6.000390777647518,10.782295817696445,0.0,24.97952218430034,19.59959216575644,18.83961400298835,0.0,0.0,11.400017056596042,2.991091367492472,0.0,0.0,0.0,29.386998811822735,49.0,17.80316441104362,63.41872835304513,14.391108424088515,78.38699881182274
76365,8.785973397823458,20.72829688535454,38.769964043816366,0.0,1202.2140266021765,633.577354207281,640.4119456797097,0.0,0.0,354.69434890736443,81.21585502272993,0.0,0.0,0.0,925.6022352537441,782.0,68.28423432699437,2476.2033264891675,435.9102039300943,1707.602235253744
76366,3.857913669064748,7.6753554502369665,13.360520094562647,0.0,326.14208633093523,283.11851923330164,282.02044057551956,0.0,0.0,183.2061253164614,29.567198000451977,0.0,0.0,0.0,437.05184132946584,337.0,24.89378921386436,891.2810461397564,212.77332331691338,774.0518413294658
76367,73.3022639100329,341.50638536370553,844.9840359261395,0.0,1628.697736089967,1356.961322928596,2585.889643555831,0.0,0.0,929.5322917076983,189.35612991607292,0.0,0.0,0.0,3985.9701906019563,2310.8,1259.792685199878,5571.548702574394,1118.8884216237711,6296.7701906019565
76370,0.6196043165467626,1.7488151658767774,0.9468085106382979,0.0,52.38039568345324,64.62189682056633,18.94237572856581,0.0,0.0,41.62928801355689,2.161423256549328,0.0,0.0,0.0,31.94939250424656,17.0,3.315227993061838,135.9446682325854,43.790711270106215,48.94939250424656
76371,6.429223744292237,23.48641304347826,50.53956404896985,0.0,257.57077625570776,168.33111019570984,210.46217914671013,0.0,0.0,76.18247676081191,20.681840324454118,0.0,0.0,0.0,253.51641647986594,299.8,80.45520083674035,636.3640655981277,96.86431708526602,553.3164164798659
76372,5.724903225806451,9.679936725547062,44.65815667938384,0.0,230.27509677419354,82.93040233290384,165.92674172306755,0.0,0.0,44.389660941549096,13.767589713163199,0.0,0.0,0.0,264.4475118843854,304.2,60.06299663073736,479.1322408301649,58.15725065471229,568.6475118843854
76373,2.39419795221843,5.351699882766706,8.73018145239293,0.0,58.60580204778157,14.646471587028444,15.128685295272575,0.0,0.0,13.00182853020485,2.4333966532516773,0.0,0.0,0.0,23.907736599082824,8.8,16.476079287378067,88.3809589300826,15.435225183456527,32.70773659908282
76374,20.983225806451614,50.37806485631426,132.51266458219789,0.0,844.0167741935484,426.2036342977568,536.9221010875693,0.0,0.0,236.4183008459289,38.646388584816265,0.0,0.0,0.0,742.3188457454166,829.6,203.87395524496375,1807.1425095788745,275.06468943074515,1571.9188457454165
76377,1.2841596130592503,2.67064280980782,3.4216907768208045,0.0,175.71584038694076,78.62231782900726,56.82878675946626,0.0,0.0,48.707039361184925,7.142924077546171,0.0,0.0,0.0,81.40659838616678,99.2,7.376493199687875,311.16694497541425,55.849963438731095,180.60659838616678
76379,0.7365107913669064,1.392575039494471,5.239007092198582,0.0,62.263489208633096,49.13487131894801,107.89620656630922,0.0,0.0,35.47255364155752,11.764602463186593,0.0,0.0,0.0,173.90018387830563,142.2,7.36809292305996,219.29456709389032,47.23715610474411,316.10018387830564
76380,84.0,168.5,304.5,0.0,796.0,452.6804996406049,349.9480371592477,0.0,0.0,240.81950035939508,0.0,0.0,0.0,0.0,561.9519628407525,671.6,557.0,1598.6285367998526,240.81950035939508,1233.5519628407524
76384,88.4283276450512,400.8909730363423,875.8354547916587,0.0,2164.571672354949,1376.5905068403429,1689.780798204576,0.0,0.0,694.518520123315,228.23278573271483,0.0,0.0,0.0,2242.35096127105,2417.8,1365.154755473052,5230.942977399868,922.7513058560298,4660.150961271051
76388,1.0368,3.19926873857404,4.026143790849672,0.0,70.9632,34.844096149901134,42.386685425257696,0.0,0.0,11.956635111524825,1.7180994377644727,0.0,0.0,0.0,48.669071346128156,16.2,8.262212529423714,148.19398157515883,13.674734549289298,64.86907134612815
76389,3.553956834532374,3.1413902053712484,9.338337273443656,0.0,300.44604316546764,116.54394029527587,196.65497268428678,0.0,0.0,74.31466949935289,20.695350722550064,0.0,0.0,0.0,305.91133931971945,226.4,16.03368431334728,613.6449561450303,95.01002022190295,532.3113393197194
76401,60.21727172717272,258.8217142857143,650.6302267147461,0.0,3714.782728272827,2092.5792299779378,4962.218339984906,0.0,0.0,1921.599055736348,1314.612271470755,0.0,0.0,0.0,9129.939161829594,5897.6,969.6692127276331,10769.580298235673,3236.211327207103,15027.539161829594
76402,0.0,0.0,34.06839803590609,0.0,0.0,0.0,133.06213043999855,0.0,0.0,0.0,84.79197597296442,0.0,0.0,0.0,588.8774955511309,112.2,34.06839803590609,133.06213043999855,84.79197597296442,701.0774955511309
76424,17.615853658536587,72.08313397129186,161.4767054908486,0.0,1587.3841463414635,1043.837664331904,1358.7702100349707,0.0,0.0,535.0792016968041,0.0,0.0,0.0,0.0,2008.753084474181,1936.0,251.17569312067704,3989.9920207083383,535.0792016968041,3944.753084474181
76426,50.80513495720869,219.49052631578948,510.5493315438631,0.0,1971.1948650427912,1598.4972203676077,1966.9462051077062,0.0,0.0,954.0122533166029,123.67456034975577,0.0,0.0,0.0,2785.429902998675,2170.4,780.8449928168613,5536.638290518105,1077.6868136663586,4955.829902998676
76427,2.1672753834916,9.324109414758269,21.742443032088048,0.0,126.8327246165084,84.30215037126382,140.69543536777093,0.0,0.0,49.373740213977925,10.953998523630009,0.0,0.0,0.0,210.008123076511,203.6,33.233827830337916,351.83031035554313,60.32773873760793,413.608123076511
76429,0.38414634146341464,0.9168660287081339,3.523294509151414,0.0,34.61585365853659,13.14575719252667,26.596181548016215,0.0,0.0,6.937376778765195,0.0,0.0,0.0,0.0,46.88052394283237,0.0,4.824306879322963,74.35779239907947,6.937376778765195,46.88052394283237
76430,7.800963081861958,19.68370607028754,42.87127916331456,0.0,478.19903691813806,246.33642370888742,354.0330884640498,0.0,0.0,137.97987022082503,32.90825819428014,0.0,0.0,0.0,486.9873741783555,481.2,70.35594831546406,1078.5685490910753,170.88812841510517,968.1873741783554
76431,12.91485626508668,56.13953216374269,130.13482200455277,0.0,501.08514373491334,439.34129690561224,509.353229228944,0.0,0.0,213.51917093064503,31.183743628983756,0.0,0.0,0.0,702.3282051375196,1034.0,199.18921043338213,1449.7796698694697,244.7029145596288,1736.3282051375195
76432,14.077907926995369,39.98533455545371,49.16980706234363,0.0,289.92209207300465,169.2869992527739,155.91811060885638,0.0,0.0,94.72766619177236,14.393421920046391,0.0,0.0,0.0,215.1186604087536,271.4,103.23304954479272,615.127201934635,109.12108811181875,486.5186604087536
76433,6.588008800880088,24.894857142857145,28.02295918367347,0.0,406.41199119911994,236.70469631614262,241.7560898201391,0.0,0.0,149.40044654100026,53.09284961487592,0.0,0.0,0.0,368.7281013813115,280.4,59.5058251274107,884.8727773354017,202.49329615587618,649.1281013813115
76435,2.4367660343270097,11.33874709976798,10.520435193945127,0.0,127.56323396567299,108.11970906060829,55.96969731922994,0.0,0.0,42.54154383962374,5.14092687724432,0.0,0.0,0.0,69.76894060958061,78.6,24.29594832804012,291.65264034551126,47.68247071686806,148.3689406095806
76436,0.40378006872852235,1.5952890792291219,10.52186805040771,0.0,19.596219931271477,13.558271554026947,52.25708302548813,0.0,0.0,4.846439366743931,2.7263141531055544,0.0,0.0,0.0,47.29473477099861,74.2,12.520937198365354,85.41157451078655,7.572753519849486,121.4947347709986
76437,22.849367660343272,81.68097447795824,171.36256250844707,0.0,1196.1506323396568,694.627158140912,817.4604011014671,0.0,0.0,390.6918673811298,90.2032864281726,0.0,0.0,0.0,1224.1737499619132,1128.8,275.8929046467486,2708.238191582036,480.89515380930237,2352.973749961913
76442,30.56686236138291,115.68663594470046,228.83617372182516,0.0,1963.4331376386172,968.8768730645859,1036.438975769944,0.0,0.0,484.43649099071376,108.18294728104222,0.0,0.0,0.0,1432.7419032271885,1539.8,375.08967202790853,3968.748986473147,592.6194382717559,2972.5419032271884
76443,3.9270633397312857,9.874603733709053,14.799243788260712,0.0,461.07293666026874,280.5709244397169,226.6987707353467,0.0,0.0,137.554471826574,16.514077220883014,0.0,0.0,0.0,322.1879082555097,440.8,28.600910861701053,968.3426318353323,154.06854904745703,762.9879082555096
76444,11.941617742987606,56.25806451612904,92.96316657504123,0.0,767.0583822570123,449.7151256276732,402.3121025722925,0.0,0.0,257.02680985619776,45.26386964660453,0.0,0.0,0.0,599.4608612060617,657.0,161.16284883415787,1619.085610456978,302.2906795028023,1256.4608612060617
76445,0.6185636856368564,5.109435421500387,10.788282200297337,0.0,32.38143631436314,48.258105272222494,53.697911847259704,0.0,0.0,19.632459306277113,5.5255149007298225,0.0,0.0,0.0,74.98829105171313,41.0,16.516281307434582,134.33745343384533,25.157974207006937,115.98829105171313
76446,20.194719471947195,87.28342857142857,132.2784160656744,0.0,1245.805280528053,850.6806715538711,1241.152813581713,0.0,0.0,503.03589987470025,238.03355163738314,0.0,0.0,0.0,1653.1352187152295,1737.4,239.75656410905017,3337.638765663637,741.0694515120833,3390.5352187152293
76448,23.899051490514903,68.8723897911833,157.4047573996486,0.0,1251.100948509485,619.1324973293613,783.0921172816305,0.0,0.0,295.9951128794554,80.64517323498558,0.0,0.0,0.0,1094.457952083735,821.4,250.1761986813468,2653.325563120477,376.640286114441,1915.8579520837352
76449,9.365656565656566,30.75057087651502,37.62207750613857,0.0,661.6343434343435,396.14431925526355,291.58364449908555,0.0,0.0,196.10510986822146,22.986845866579717,0.0,0.0,0.0,397.60743212819614,386.2,77.73830494831014,1349.3623071886925,219.0919557348012,783.8074321281961
76450,65.7636129032258,199.10993936198258,445.5400304064715,0.0,2645.2363870967743,1727.1233197797699,1784.881737217161,0.0,0.0,891.7667408582477,130.94722753030553,0.0,0.0,0.0,2515.2310048460627,2706.4,710.4135826716799,6157.241444093705,1022.7139683885532,5221.631004846063
76452,0.09197651663405088,0.9585253456221198,3.4086494410848447,0.0,5.908023483365949,5.964477993271147,11.267538622428892,0.0,0.0,6.076996661106734,1.904268021777953,0.0,0.0,0.0,25.219543914708304,38.2,4.459151303341015,23.14004009906599,7.981264682884687,63.419543914708306
76453,6.406611570247933,18.707008607061304,14.440696060638412,0.0,452.59338842975205,239.61431462134476,125.67595201223531,0.0,0.0,120.67867677159393,8.071375730534466,0.0,0.0,0.0,139.61197619659183,169.2,39.554316237947646,817.8836550633321,128.7500525021284,308.8119761965918
76454,6.672990063233965,26.31709203402939,50.53380186511691,0.0,349.32700993676605,244.68661422561667,253.83215824970424,0.0,0.0,104.99629374035396,25.724172993507203,0.0,0.0,0.0,349.1098668916718,458.8,83.52388396238027,847.8457824120869,130.72046673386117,807.9098668916718
76455,3.0505544683626873,15.926267281105991,28.867509620670695,0.0,195.9494455316373,128.7445132058691,120.00693318641939,0.0,0.0,71.3292195130249,14.40114833145554,0.0,0.0,0.0,190.72440886145435,240.0,47.84433137013937,444.70089192392584,85.73036784448044,430.7244088614543
76457,19.926546391752577,64.05085653104925,140.57141092167038,0.0,967.0734536082474,505.889436215994,546.7138082610657,0.0,0.0,233.05970725295674,44.67719203255288,0.0,0.0,0.0,775.0375887847111,716.0,224.5488138444722,2019.676698085307,277.7368992855096,1491.0375887847113
76458,16.16216216216216,71.52830788804071,167.73551904097556,0.0,945.8378378378378,619.8148723592817,1010.0209838576262,0.0,0.0,405.6568197526776,88.24405603115584,0.0,0.0,0.0,1691.7994410702424,1094.2,255.42598909117845,2575.6736940547457,493.90087578383344,2785.9994410702425
76459,0.23520818115412712,2.54293893129771,7.667131710845864,0.0,13.764791818845874,23.860705639731734,51.56808518877873,0.0,0.0,12.596355428970554,3.7658858265092565,0.0,0.0,0.0,72.19889727386614,81.8,10.445278823297702,89.19358264735634,16.36224125547981,153.99889727386613
76460,1.528258064516129,6.8536778275771155,5.774131551016897,0.0,61.47174193548387,59.31449637101386,24.602103561068645,0.0,0.0,30.831825801409025,1.6242976216001364,0.0,0.0,0.0,31.19946726631433,9.8,14.15606744311014,145.38834186756637,32.45612342300916,40.999467266314326
76462,6.5651852349895785,51.717461998033734,99.5575404685787,0.0,611.4348147650104,623.2249978853905,487.8653861116342,0.0,0.0,428.05754011657575,33.81450098303625,0.0,0.0,0.0,750.9625724367507,668.8,157.84018770160202,1722.5251987620352,461.872041099612,1419.7625724367508
76463,1.6330578512396694,4.738450728965396,8.3894523326572,0.0,115.36694214876033,56.650804487848404,61.79137593413412,0.0,0.0,34.610744783186206,5.30241342646653,0.0,0.0,0.0,91.71675830674215,31.8,14.760960912862265,233.80912257074286,39.913158209652735,123.51675830674215
76464,2.1990369181380416,10.81629392971246,3.628720836685438,0.0,134.80096308186197,143.77723862778026,31.449949281633117,0.0,0.0,67.40646744250728,2.69150732450774,0.0,0.0,0.0,39.829822557173706,68.4,16.64405168453594,310.02815099127537,70.09797476701502,108.22982255717372
76466,0.7872628726287263,7.489172467130704,0.0,0.0,41.21273712737128,69.54558929052733,0.0,0.0,0.0,29.965238242341968,0.0,0.0,0.0,0.0,0.0,0.0,8.27643533975943,110.75832641789862,29.965238242341968,0.0
76469,0.29558541266794625,0.7613596336738289,0.5152442683951506,0.0,34.70441458733205,21.340292482054736,9.39562483672017,0.0,0.0,10.898347884271438,0.5016666846369631,0.0,0.0,0.0,9.787464210247716,4.8,1.5721893147369257,65.44033190610696,11.4000145689084,14.587464210247717
76470,16.082655826558266,44.725058004640374,101.69258007838897,0.0,841.9173441734417,390.69206193186955,479.6246356018558,0.0,0.0,203.5828800634901,53.90624350299846,0.0,0.0,0.0,731.5765408167567,716.2,162.5002939095876,1712.234041707167,257.48912356648856,1447.7765408167568
76471,9.653342366757,25.967130703789636,48.197580754155965,0.0,505.346657633243,233.05591534359917,239.91523257777493,0.0,0.0,111.97695395261121,24.684672225157694,0.0,0.0,0.0,335.0025144429114,251.2,83.8180538247026,978.317805554617,136.6616261777689,586.2025144429114
76472,3.335904499540863,24.48199543298788,33.69830255151062,0.0,235.66409550045913,286.8276816933083,227.93132533920397,0.0,0.0,184.6903228737038,22.40621484074858,0.0,0.0,0.0,387.5641572685368,354.4,61.51620248403937,750.4231025329714,207.09653771445238,741.9641572685368
76474,1.3489889106327462,3.1705069124423964,1.9245006413780463,0.0,86.65101108936726,26.39994280045429,9.3686427637243,0.0,0.0,13.42955028710331,0.864021381550202,0.0,0.0,0.0,11.442835213347454,16.4,6.443996464453189,122.41959665354585,14.293571668653513,27.842835213347453
76475,2.8055096418732783,11.84612682241349,17.100032027329988,0.0,198.19449035812673,144.0248614960841,139.00184494306282,0.0,0.0,84.12901168150242,10.094353413863828,0.0,0.0,0.0,174.60376961574337,174.2,31.751668491616755,481.2211967972736,94.22336509536625,348.80376961574336
76476,5.056679889733074,24.663087045299854,79.91012612745415,0.0,470.94332011026694,292.4022219359302,361.2891106303245,0.0,0.0,208.93469101876997,28.446752732433342,0.0,0.0,0.0,631.7540105097881,524.6,109.62989306248707,1124.6346526765217,237.3814437512033,1156.3540105097882
76481,0.0,1.9783812285789613,8.51501678092998,0.0,0.0,18.235608744407752,29.38201141743398,0.0,0.0,7.786010027013287,2.7366905006649986,0.0,0.0,0.0,52.56628130097104,67.8,10.49339800950894,47.61762016184173,10.522700527678285,120.36628130097104
76483,3.421828908554572,6.173633440514469,13.02853321444494,0.0,228.57817109144543,154.11333157623497,136.82618973534602,0.0,0.0,79.71303498325057,21.794128676865473,0.0,0.0,0.0,172.15114837334355,116.2,22.62399556351398,519.5176924030264,101.50716366011603,288.35114837334356
76484,4.592102846648301,8.687159669769892,13.075904772072171,0.0,324.4078971533517,103.45984025664534,89.8271343521597,0.0,0.0,63.85300007358477,8.618652042918093,0.0,0.0,0.0,149.07830883285007,150.4,26.355167288490364,517.6948717621567,72.47165211650287,299.4783088328501
76486,4.435354273192111,19.104643765903308,22.35490621609053,0.0,259.5646457268079,172.6632304769669,155.1723037847689,0.0,0.0,101.23212575712981,10.741358765808783,0.0,0.0,0.0,205.9314312333318,173.8,45.89490425518595,587.4001799885438,111.97348452293859,379.7314312333318
76487,4.452627721943049,26.575442978690187,60.794963486865576,0.0,402.54737227805697,414.3560517227129,403.4009997041255,0.0,0.0,275.06850529859696,40.07809212304375,0.0,0.0,0.0,675.325944685965,755.4,91.82303418749882,1220.3044237048953,315.1465974216407,1430.725944685965
76490,0.09846105527638191,0.3340488642572789,3.4530879566124058,0.0,8.901538944723619,4.571840496822385,21.90945599213334,0.0,0.0,4.094110638920337,2.332597684008958,0.0,0.0,0.0,39.304858367245295,5.0,3.8855978761460666,35.38283543367935,6.426708322929295,44.304858367245295
76491,1.5781710914454279,1.8263665594855305,3.97146678555506,0.0,105.42182890855457,46.39209511690138,39.641111356161055,0.0,0.0,22.781538323613084,6.875787674065729,0.0,0.0,0.0,54.31163418421815,64.2,7.376004436486019,191.455035381617,29.657325997678814,118.51163418421815
76501,98.8009005753676,423.514168778016,560.4242234815833,0.0,2678.1990994246325,2304.007707442259,2527.544895105265,0.0,0.0,1158.4781237797251,193.20352179144047,0.0,0.0,0.0,3179.2273596217115,3586.6,1082.7392928349668,7509.751701972156,1351.6816455711655,6765.827359621711
76502,235.35036273174526,694.3409082050283,1623.724309684165,0.0,6379.649637268255,2983.3488493403734,5704.495799606182,0.0,0.0,2693.310242454598,652.4987535661502,0.0,0.0,0.0,10737.081137143501,10399.2,2553.4155806209387,15067.494286214811,3345.8089960207485,21136.281137143502
76504,132.1021763904717,410.43601637107776,952.7489391521004,0.0,3580.897823609528,2099.0489227416633,3897.748272537963,0.0,0.0,1256.515060887259,351.32555054792755,0.0,0.0,0.0,5781.177237762008,5294.0,1495.2871319136498,9577.695018889155,1607.8406114351867,11075.177237762007
76508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76511,5.371224068906951,23.700875486381324,74.8748570490828,0.0,316.62877593109306,227.75798585861173,446.475283603517,0.0,0.0,187.54113865500693,43.9751960648124,0.0,0.0,0.0,760.4746632825878,418.2,103.94695660437108,990.8620453932218,231.51633471981933,1178.6746632825877
76513,198.17105372877114,723.0038588969012,1531.7198004549275,0.0,5371.828946271229,3135.9224841039036,5506.086201263663,0.0,0.0,2775.0736569991955,608.3754988327968,0.0,0.0,0.0,10011.018499448614,9549.8,2452.8947130806,14013.837631638795,3383.4491558319924,19560.818499448615
76518,2.936016096579477,8.105831533477323,27.070362335960823,0.0,301.06398390342054,200.2293764340537,326.3365059606854,0.0,0.0,88.66479203246897,22.65857084997048,0.0,0.0,0.0,414.1345608533834,488.8,38.11220996601762,827.6298662981596,111.32336288243945,902.9345608533833
76519,2.09911888150763,3.160553498343403,13.584674849423557,0.0,56.90088111849237,16.855094223053445,53.06158095968588,0.0,0.0,8.98435227860315,5.153368827154107,0.0,0.0,0.0,84.80037536373646,242.4,18.84434722927459,126.81755630123169,14.137721105757258,327.2003753637365
76520,17.963782696177063,39.710386805419205,97.3053115401963,0.0,1842.036217303823,987.4043643495588,1222.032655070379,0.0,0.0,427.88524884502203,78.90483926876686,0.0,0.0,0.0,1442.157194120658,1566.6,154.97948104179255,4051.4732367237607,506.7900881137889,3008.757194120658
76522,48.50133904659883,157.4214781698849,506.6617284851582,0.0,4067.498660953401,2481.0043921296083,5665.4819286302545,0.0,0.0,2549.574129700507,778.342088311253,0.0,0.0,0.0,11729.314254573332,8576.2,712.5845457016419,12213.984981713264,3327.91621801176,20305.514254573332
76523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76524,17.882918042629843,50.35217712859388,118.47969461559067,0.0,566.1170819573701,294.277530499739,514.1752665915246,0.0,0.0,194.37029237166712,56.01726503845437,0.0,0.0,0.0,692.9277737544302,537.4,186.71478978681438,1374.5698790486338,250.38755741012147,1230.3277737544302
76525,2.6041778253883234,7.464472557785599,11.088090590088367,0.0,218.39582217461168,146.54723099948288,145.9990411858354,0.0,0.0,91.98829644273152,15.663903303499213,0.0,0.0,0.0,236.04896492057702,222.2,21.156740973262288,510.9420943599299,107.65219974623074,458.248964920577
76527,8.44049496542521,24.078793774319063,74.81838182125878,0.0,497.5595050345748,228.5035719696857,435.4804074304986,0.0,0.0,193.4176342559952,44.524652495728986,0.0,0.0,0.0,769.9765582525135,692.2,107.33767056100305,1161.5434844347592,237.9422867517242,1462.1765582525136
76528,31.085163363685055,93.27556358793873,212.24688474941166,0.0,2606.914836636315,1729.4833611752867,2704.7115853964983,0.0,0.0,1251.2410752367743,305.43619504352284,0.0,0.0,0.0,4602.805334810566,3746.8,336.60761170103547,7041.1097832080995,1556.6772702802973,8349.605334810567
76530,6.4221157345626585,26.994163424124512,39.171218018738756,0.0,378.5778842654373,302.3131155367096,258.4054334291166,0.0,0.0,170.69272103916592,21.64858902822355,0.0,0.0,0.0,374.3747595239211,295.4,72.58749717742592,939.2964332312636,192.34131006738946,669.7747595239211
76531,25.96305841924399,83.35385438972163,141.67210279219174,0.0,1260.036941580756,664.0322456957346,568.0357852903021,0.0,0.0,297.6138999145438,44.09822111554741,0.0,0.0,0.0,764.9938908019587,878.2,250.98901560115735,2492.1049725667926,341.7121210300912,1643.1938908019588
76534,18.322817355532703,53.94737867862015,99.93324027162157,0.0,496.6771826444673,272.42303470231883,407.9511628571815,0.0,0.0,168.629586619061,36.90080127132644,0.0,0.0,0.0,607.2147955998704,884.0,172.2034363057744,1177.0513802039677,205.53038789038743,1491.2147955998703
76537,8.373771685066117,43.24464980544747,172.2268547721247,0.0,493.6262283149339,358.69144355170613,915.6474573124834,0.0,0.0,399.0639066428464,107.23759939673752,0.0,0.0,0.0,1854.4880885186544,1429.4,223.8452762626383,1767.9651291791233,506.30150603958396,3283.8880885186545
76538,2.1210498125334762,4.733567963473794,11.977741694185477,0.0,177.87895018746653,94.09086439466158,158.9091411132656,0.0,0.0,57.17556764186462,16.84627456915745,0.0,0.0,0.0,253.8668426233915,247.4,18.83235947019275,430.8789556953937,74.02184221102206,501.26684262339154
76539,5.957854406130268,34.43712942138622,79.89953226922835,0.0,1549.0421455938697,1052.3450657389942,1312.8796557545777,0.0,0.0,849.2178048396195,86.6522053664071,0.0,0.0,0.0,2064.168606609787,1573.4,120.29451609674483,3914.266867087442,935.8700102060266,3637.568606609787
76541,63.82744531228285,285.4306762814266,803.2654672457998,0.0,1730.1725546877171,1332.2597787193572,3127.636070789466,0.0,0.0,1001.3095449992161,305.2877838934861,0.0,0.0,0.0,5023.610678071248,4018.2,1152.523588839509,6190.06840419654,1306.597328892702,9041.810678071248
76542,106.84159324012563,811.3903722471254,2385.8887619640846,0.0,2896.158406759874,3032.8673073565815,7923.015743762722,0.0,0.0,3600.7423203962935,985.0800455656143,0.0,0.0,0.0,16209.81544870758,13453.2,3304.1207274513354,13852.041457879179,4585.822365961908,29663.01544870758
76543,89.30149817939238,489.558838433054,1355.4833673509115,0.0,2420.698501820608,2066.114995449463,4940.291611593639,0.0,0.0,1936.326166117483,534.4972558816349,0.0,0.0,0.0,8795.327765173815,7640.4,1934.343703963358,9427.10510886371,2470.8234219991177,16435.727765173815
76544,0.5692525780359674,35.09304229195089,1609.237459748956,0.0,15.430747421964032,88.02389308811284,4001.937120431846,0.0,0.0,198.88306461993625,741.2994631111748,0.0,0.0,0.0,12198.325956708022,4945.2,1644.899754618943,4105.391760941923,940.182527731111,17143.52595670802
76548,105.95213608694444,558.3281231728707,1295.9571612099508,0.0,2872.0478639130556,2141.8414068379707,4374.035795845403,0.0,0.0,2422.8304699891587,531.0359644390556,0.0,0.0,0.0,8738.371078505588,7469.6,1960.2374204697658,9387.925066596428,2953.8664344282142,16207.971078505589
76549,100.43750173722101,637.7778990450205,2434.2592261788905,0.0,2722.562498262779,2233.4062506049113,7859.188068997448,0.0,0.0,2980.815850350068,1017.9099760103079,0.0,0.0,0.0,16750.042728813354,15275.6,3172.474626961132,12815.156817865138,3998.7258263603762,32025.642728813356
76550,9.957854406130268,47.03087303209978,122.55049604631164,0.0,2589.04214559387,1666.5008188140462,2070.359016992412,0.0,0.0,930.468308153854,130.62530340478514,0.0,0.0,0.0,3111.6651835564917,2733.8,179.53922348454168,6325.901981400328,1061.0936115586392,5845.465183556492
76554,9.96192011562943,40.433287858117325,91.98715970835723,0.0,270.0380798843706,173.82915061676889,324.02157545003877,0.0,0.0,156.73756152511382,36.91659404057823,0.0,0.0,0.0,607.4746708010258,668.6,142.382367682104,767.8888059511783,193.65415556569207,1276.0746708010258
76556,3.003621730382294,8.406047516198704,20.4997530015679,0.0,307.9963782696177,199.65793319391318,240.31882020927824,0.0,0.0,99.9360192898881,17.511980206069328,0.0,0.0,0.0,320.0694465830845,276.6,31.9094222481489,747.9731316728091,117.44799949595742,596.6694465830846
76557,33.0099069348544,111.07372654155496,176.2445486204125,0.0,1044.9900930651456,629.1849211147816,689.0664398166823,0.0,0.0,448.7413523436634,88.99762288898279,0.0,0.0,0.0,1100.8913886739224,1008.8,320.3281820968219,2363.2414539966094,537.7389752326462,2109.691388673922
76559,20.279623092531338,89.5853439875268,271.06891423677354,0.0,549.7203769074687,336.7295024351944,890.1033347460626,0.0,0.0,395.6851535772788,112.49446180641964,0.0,0.0,0.0,1851.1332892107444,1694.2,380.9338813168317,1776.5532140887258,508.17961538369843,3545.3332892107446
76561,1.7793251205141938,7.343099020260629,10.648689739894063,0.0,149.2206748794858,136.5475394864062,133.23988323518526,0.0,0.0,98.10936149333315,15.47712586519654,0.0,0.0,0.0,233.23430115972417,244.4,19.771113880668885,419.00809760107734,113.5864873585297,477.63430115972415
